hour,avg_base_fee,avg_gas_limit,avg_gas_used,avg_tcount
2022-11-18 05:00:00,11341448898.785229,30000000.0,15234124.909395974,122.9597315436241
2022-11-18 06:00:00,12029115011.72575,30000000.0,15231921.983277598,123.68896321070234
2022-11-18 07:00:00,12035366017.710442,30000098.636363633,15224974.868686873,122.26599326599322
2022-11-18 08:00:00,11520770448.47492,30000000.0,15240308.779264219,125.87959866220746
2022-11-18 09:00:00,11827263655.638802,30000000.0,15178667.294314383,149.84949832775914
2022-11-18 10:00:00,11865008215.126665,30000000.0,15200518.906666663,143.98666666666671
2022-11-18 11:00:00,12057086066.806021,30000000.0,15151017.384615388,149.28093645484952
2022-11-18 12:00:00,11779576950.177259,30000000.0,15119960.511705689,146.95986622073571
2022-11-18 13:00:00,12010398462.989933,29999901.600671146,15178684.812080536,159.81879194630881
2022-11-18 14:00:00,12669360193.106663,29999902.256666671,15136000.026666673,169.00000000000003
2022-11-18 15:00:00,17566814231.71907,30000000.0,15374751.64882943,168.85284280936455
2022-11-18 16:00:00,29999112434.962948,30000000.0,15045972.272727281,154.85521885521888
2022-11-18 17:00:00,16060340631.851849,29999901.269360274,14947653.973063968,160.8754208754209
2022-11-18 18:00:00,13418242303.580526,30000000.0,15125417.738255037,152.47315436241612
2022-11-18 19:00:00,11432790414.0906,30000000.0,15199648.332214763,143.89261744966439
2022-11-18 20:00:00,12172087884.511717,30000000.0,15205513.909698993,136.53511705685622
2022-11-18 21:00:00,12378580149.560406,30000000.0,15192636.191275166,140.10402684563746
2022-11-18 22:00:00,11589486254.683338,30000000.0,15163317.156666666,129.64000000000001
2022-11-18 23:00:00,11824572335.76689,30000000.0,15358602.908783782,121.72297297297295
2022-11-19 00:00:00,11328332800.799997,29999902.256666657,15177950.056666669,116.19000000000001
2022-11-19 01:00:00,11278191705.511705,30000000.0,15301832.859531766,128.92642140468234
2022-11-19 02:00:00,11339569079.939802,30000000.0,15185487.38461539,111.31772575250835
2022-11-19 03:00:00,11233295338.602697,30000000.0,15262015.804713804,110.64309764309768
2022-11-19 04:00:00,10847997421.474915,30000000.0,15339395.093645485,108.71571906354512
2022-11-19 05:00:00,11001864968.852348,29999901.600671142,15305121.852348998,113.24832214765097
2022-11-19 06:00:00,10958896268.559998,30000000.0,15244928.140000004,111.50333333333336
2022-11-19 07:00:00,10670799699.969803,30000000.0,15210551.201342281,115.05033557046984
2022-11-19 08:00:00,10952541918.342283,30000000.0,15303890.909395969,110.94630872483222
2022-11-19 09:00:00,10681155415.342281,30000000.0,15250752.953020135,112.43624161073821
2022-11-19 10:00:00,10983616620.104015,30000000.0,15223619.208053682,115.74161073825503
2022-11-19 11:00:00,10914205600.626677,30000000.0,15166808.120000003,121.05666666666669
2022-11-19 12:00:00,10728130582.505051,30000000.0,15241622.646464653,129.91919191919197
2022-11-19 13:00:00,10943218669.714754,29999901.600671135,15119548.996644292,139.42281879194627
2022-11-19 14:00:00,10873378035.306389,30000000.0,15196541.286195273,147.9595959595959
2022-11-19 15:00:00,15968103746.983328,30000000.0,15181849.840000007,161.45999999999995
2022-11-19 16:00:00,14771768461.171141,30000000.0,15093560.734899327,158.63758389261747
2022-11-19 17:00:00,12975353317.923065,30000000.0,15118981.581939798,150.05351170568559
2022-11-19 18:00:00,12587788895.274254,29999901.929765891,15161461.521739133,143.33779264214033
2022-11-19 19:00:00,11667324152.659931,29999802.538720544,15169285.36363636,137.13804713804717
2022-11-19 20:00:00,11692033947.010069,30000000.0,15179362.224832213,136.61744966442961
2022-11-19 21:00:00,11185539440.779257,30000000.0,15141028.842809359,127.38795986622065
2022-11-19 22:00:00,10539498957.269999,30000000.0,15248150.523333341,126.62000000000003
2022-11-19 23:00:00,10416216101.585285,30000000.0,15281695.190635454,120.20735785953175
2022-11-20 00:00:00,10364989918.143328,30000000.0,15183664.096666664,124.28666666666669
2022-11-20 01:00:00,10531086466.956663,29999902.25666666,15141903.533333337,120.32666666666668
2022-11-20 02:00:00,10418746390.046667,30000000.0,15305325.916666666,117.78000000000002
2022-11-20 03:00:00,10457824847.694626,30000000.0,15242826.617449662,124.60402684563759
2022-11-20 04:00:00,10435756084.895981,29999901.600671139,15325783.593959721,120.67785234899324
2022-11-20 05:00:00,10977944513.171143,30000000.0,15206955.355704699,115.73825503355707
2022-11-20 06:00:00,10925851795.131315,30000000.0,15217768.461279472,109.66666666666667
2022-11-20 07:00:00,10687711335.999996,30000000.0,15277116.876254182,113.80267558528428
2022-11-20 08:00:00,11376724834.053513,30000000.0,15203536.387959871,116.70568561872911
2022-11-20 09:00:00,11203120070.154358,30000000.0,15148897.479865769,123.60402684563763
2022-11-20 10:00:00,10672965600.422815,30000000.0,15167055.50671141,126.03691275167785
2022-11-20 11:00:00,12790747520.01339,30000000.0,15303113.066889625,128.58193979933108
2022-11-20 12:00:00,11907340943.182426,30000000.0,15021601.050675673,134.1587837837838
2022-11-20 13:00:00,11006535869.86869,30000000.0,15108557.838383837,146.22558922558915
2022-11-20 14:00:00,13386688243.301004,30000000.0,15200039.903010027,154.05351170568571
2022-11-20 15:00:00,12057216865.117058,30000000.0,15226839.130434774,148.31103678929765
2022-11-20 16:00:00,12636314028.093643,30000000.0,15151989.083612049,136.69230769230771
2022-11-20 17:00:00,14041234499.578594,30000000.0,15052198.257525085,144.5752508361204
2022-11-20 18:00:00,11584726337.474916,29999901.929765888,15130643.096989965,135.23745819397996
2022-11-20 19:00:00,11088516834.616159,30000000.0,15169223.861952858,132.81818181818187
2022-11-20 20:00:00,10655647219.023331,29999902.256666671,15129116.950000001,134.02
2022-11-20 21:00:00,11314487331.245796,30000000.0,15390144.868686877,138.69023569023571
2022-11-20 22:00:00,11465711743.536909,30000000.0,14953380.939597316,139.61744966442944
2022-11-20 23:00:00,10545706330.494982,30000000.0,15247091.063545147,120.62541806020062
2022-11-21 00:00:00,10295304202.361202,30000000.0,15084632.481605357,123.26755852842814
2022-11-21 01:00:00,10067807542.691271,30000000.0,15281778.483221466,116.23825503355707
2022-11-21 02:00:00,10907647308.336657,30000000.0,15164380.180000005,141.33000000000004
2022-11-21 03:00:00,9857981224.92333,30000097.649999995,15148411.906666664,122.33333333333334
2022-11-21 04:00:00,9940911428.9933014,29999901.600671135,15300936.647651002,112.89597315436245
2022-11-21 05:00:00,9663597253.5167751,29999901.600671131,15214412.295302004,112.17114093959735
2022-11-21 06:00:00,9362755971.9933357,30000000.0,15224028.290000001,107.74333333333333
2022-11-21 07:00:00,10109929200.030205,29999901.600671135,15219260.140939591,124.3892617449664
2022-11-21 08:00:00,9997091728.18919,30000098.969594594,15187527.067567563,128.6418918918919
2022-11-21 09:00:00,10547711860.45973,30000000.0,15147283.419463089,135.10738255033559
2022-11-21 10:00:00,10369876897.191275,30000000.0,15107688.751677852,126.80536912751677
2022-11-21 11:00:00,9991174148.1946373,30000000.0,15215314.345637584,134.80872483221481
2022-11-21 12:00:00,10076062118.949659,30000000.0,15165990.859060392,137.04026845637583
2022-11-21 13:00:00,11004316974.632113,29999901.929765884,15265435.304347821,134.76588628762545
2022-11-21 14:00:00,13221182196.090607,30000000.0,15049733.469798649,137.12080536912751
2022-11-21 15:00:00,13126273261.323338,30000000.0,15267045.579999998,155.59666666666664
2022-11-21 16:00:00,16337284481.846153,29999901.92976588,15000120.879598651,160.21404682274246
2022-11-21 17:00:00,28894185812.473339,30000000.0,15259701.56333334,160.44333333333319
2022-11-21 18:00:00,16595883729.629639,30000000.0,14950017.175084172,155.71717171717171
2022-11-21 19:00:00,13384923571.054056,30000000.0,15117931.966216218,148.16891891891902
2022-11-21 20:00:00,12229714016.521744,30000000.0,15103135.170568569,149.49498327759181
2022-11-21 21:00:00,11845215484.362419,30000000.0,15287603.805369129,152.82214765100679
2022-11-21 22:00:00,11480994741.003345,30000000.0,15055860.394648824,137.30100334448164
2022-11-21 23:00:00,10894914187.384609,30000000.0,15175467.866220729,115.34113712374581
2022-11-22 00:00:00,10460433983.174492,30000000.0,15236946.664429542,118.08724832214763
2022-11-22 01:00:00,11734908009.68227,30000000.0,15530249.016722402,115.44481605351169
2022-11-22 02:00:00,11359473690.966324,30000000.0,14805889.228956232,137.40740740740742
2022-11-22 03:00:00,10106466456.229996,30000000.0,15196449.120000001,134.32333333333332
2022-11-22 04:00:00,9780340728.3791924,30000000.0,15241787.483221479,115.8791946308725
2022-11-22 05:00:00,9588576265.2140579,29999901.92976588,15189505.250836125,118.41471571906354
2022-11-22 06:00:00,9858102577.080267,29999901.929765891,15182250.140468229,128.54849498327764
2022-11-22 07:00:00,10019871211.046669,30000000.0,15203801.146666665,141.95666666666676
2022-11-22 08:00:00,10870322931.765888,29999901.929765876,15213279.903010026,133.56187290969896
2022-11-22 09:00:00,11410764344.363636,29999901.269360259,15226933.535353528,122.38047138047131
2022-11-22 10:00:00,11181828310.567114,30000000.0,15228376.446308723,126.92617449664422
2022-11-22 11:00:00,11161417384.217678,30000000.0,15153747.758503404,128.86054421768708
2022-11-22 12:00:00,13744956199.90909,29999901.269360267,15312542.040404046,139.49158249158259
2022-11-22 13:00:00,25880792778.174484,30000000.0,15270735.684563758,142.52684563758388
2022-11-22 14:00:00,16337639234.187281,30000000.0,14914238.548494983,148.6421404682275
2022-11-22 15:00:00,16978555777.478256,30000000.0,15124885.394648828,153.02341137123736
2022-11-22 16:00:00,15787274103.384363,29999900.261904769,15141009.221088449,144.70748299319735
2022-11-22 17:00:00,20314683156.50676,30000000.0,15375219.148648644,132.89864864864865
2022-11-22 18:00:00,23389743534.127934,30000000.0,14984105.717171717,135.78787878787878
2022-11-22 19:00:00,19990639924.565224,30000000.0,15177646.665551838,146.09698996655513
2022-11-22 20:00:00,22014462252.815445,30000098.30536912,14985723.939597322,158.28523489932877
2022-11-22 21:00:00,12617592891.592592,30000000.0,15090778.323232325,148.82154882154887
2022-11-22 22:00:00,11131869905.779255,30000000.0,15120546.809364546,137.92642140468223
2022-11-22 23:00:00,10959488753.167227,30000000.0,15223282.789297665,122.25418060200668
2022-11-23 00:00:00,10753382035.269367,30000000.0,15217313.919191927,122.5993265993266
2022-11-23 01:00:00,10731348150.023413,30000000.0,15264790.759197326,111.94983277591976
2022-11-23 02:00:00,12613296432.543333,30000000.0,15228599.956666669,124.39333333333332
2022-11-23 03:00:00,11540162644.695663,29999901.929765884,15219226.294314383,133.98662207357859
2022-11-23 04:00:00,11958678220.702703,29999801.87162162,15129918.729729723,133.80743243243245
2022-11-23 05:00:00,11867929757.695946,30000000.0,15220215.554054067,138.13175675675663
2022-11-23 06:00:00,12083992664.882547,30000000.0,15269949.154362408,128.09731543624164
2022-11-23 07:00:00,11725329895.953028,30000000.0,15234659.352348985,124.32550335570474
2022-11-23 08:00:00,12471124903.513424,30000000.0,15170519.909395972,133.23154362416111
2022-11-23 09:00:00,11533321994.823336,29999902.256666664,15286252.716666678,130.82333333333324
2022-11-23 10:00:00,11609984279.442566,29999801.871621639,15153676.868243238,129.86824324324317
2022-11-23 11:00:00,11201498111.203335,30000000.0,15197135.226666672,128.01666666666671
2022-11-23 12:00:00,14939672197.567575,30000000.0,15171953.753378375,149.94932432432427
2022-11-23 13:00:00,11624149372.086952,30000000.0,15186967.347826082,150.93645484949823
2022-11-23 14:00:00,12378092781.260874,30000000.0,15079059.535117067,158.84615384615384
2022-11-23 15:00:00,14771704827.863333,29999902.256666668,15114423.169999979,160.2533333333333
2022-11-23 16:00:00,13781230970.294317,30000000.0,15101083.40468228,147.32775919732438
2022-11-23 17:00:00,15481683931.891901,30000000.0,15318267.09797297,157.88175675675666
2022-11-23 18:00:00,14686627516.725431,30000000.0,15024253.203389823,139.05762711864412
2022-11-23 19:00:00,16386825117.07118,30000000.0,15029831.400000004,138.91186440677973
2022-11-23 20:00:00,12722559603.006853,30000000.0,15052005.301369863,144.66780821917817
2022-11-23 21:00:00,12545568011.911854,30000000.0,15230782.494915247,138.27118644067798
2022-11-23 22:00:00,11300358729.866217,30000000.0,15158055.35785953,127.67224080267559
2022-11-23 23:00:00,10854456327.45085,29999900.599999994,15265806.284745768,117.66440677966096
2022-11-24 00:00:00,10917823591.204014,30000000.0,15182904.8729097,113.32107023411369
2022-11-24 01:00:00,11226185160.598654,29999901.929765884,15255928.799331117,113.09364548494982
2022-11-24 02:00:00,11050777434.486658,30000000.0,15262133.843333334,114.8033333333333
2022-11-24 03:00:00,10973115873.026846,30000000.0,15247629.312080532,189.19463087248326
2022-11-24 04:00:00,10887510619.702337,30000000.0,15229996.280936452,136.953177257525
2022-11-24 05:00:00,10677731859.09333,30000000.0,15221596.243333336,114.47000000000004
2022-11-24 06:00:00,11269439523.020203,29999901.269360259,15308519.791245788,124.43434343434345
2022-11-24 07:00:00,11776622796.134687,29999901.269360263,15133247.464646474,119.13131313131315
2022-11-24 08:00:00,11307502623.484957,29999901.929765884,15156860.739130434,131.73244147157189
2022-11-24 09:00:00,11670981426.798653,30000000.0,15229260.312080538,139.8926174496645
2022-11-24 10:00:00,11148775272.315437,30000000.0,15203489.617449664,147.88590604026831
2022-11-24 11:00:00,10858791128.030209,30000000.0,15254420.486577192,133.92953020134223
2022-11-24 12:00:00,11152889284.969799,30000000.0,15199649.117449671,137.62751677852356
2022-11-24 13:00:00,10624531520.157192,30000000.0,15204079.598662201,145.53177257525081
2022-11-24 14:00:00,11159710640.809372,30000000.0,15251227.97658862,153.37458193979927
2022-11-24 15:00:00,13454188947.040266,29999901.600671135,15129108.248322146,164.12416107382569
2022-11-24 16:00:00,14907982897.260864,30000000.0,15130150.431438128,177.79933110367887
2022-11-24 17:00:00,13210894830.675589,30000000.0,15109407.030100336,179.52842809364554
2022-11-24 18:00:00,11512281872.040274,30000000.0,15159997.080536902,164.30201342281885
2022-11-24 19:00:00,10421802736.150005,30000000.0,15228308.953333328,136.41666666666663
2022-11-24 20:00:00,10369017767.363642,30000000.0,15295184.986531984,127.95286195286189
2022-11-24 21:00:00,10335383083.668898,30000000.0,15280996.117056852,121.81939799331109
2022-11-24 22:00:00,10571173134.303326,30000000.0,15305921.516666677,125.14000000000001
2022-11-24 23:00:00,10381202154.879194,29999901.600671124,15310185.865771802,104.04697986577177
2022-11-25 00:00:00,10357244069.0,30000000.0,15291422.469798662,117.45973154362416
2022-11-25 01:00:00,10294265836.046818,30000000.0,15289765.140468225,124.59197324414713
2022-11-25 02:00:00,10865401403.030312,30000000.0,15269474.07744108,130.85858585858585
2022-11-25 03:00:00,10486264608.164436,30000000.0,15348149.55704698,118.55369127516776
2022-11-25 04:00:00,10474628779.334442,30000000.0,15300706.959866224,117.84615384615385
2022-11-25 05:00:00,10049007630.758389,30000000.0,15307876.449664434,117.74496644295301
2022-11-25 06:00:00,10097675147.076912,30000097.976588625,15244773.026755849,113.83277591973248
2022-11-25 07:00:00,10094608700.2761,30000000.0,15294092.484848484,113.19528619528623
2022-11-25 08:00:00,9817530463.2289486,30000000.0,15308776.383838382,123.90909090909096
2022-11-25 09:00:00,10301874272.815439,30000000.0,15291207.288590608,130.31879194630872
2022-11-25 10:00:00,10314694403.786665,30000000.0,15187888.03,141.22999999999993
2022-11-25 11:00:00,9924767115.7993317,30000000.0,15202400.010033455,145.58528428093649
2022-11-25 12:00:00,9742886319.4698067,30000000.0,15260832.543624166,134.72483221476512
2022-11-25 13:00:00,10236332925.480003,30000000.0,15335455.226666665,155.21333333333331
2022-11-25 14:00:00,13704071164.329962,30000000.0,14986549.612794606,156.7340067340067
2022-11-25 15:00:00,10827927009.297304,29999801.871621616,15096592.260135129,184.98310810810796
2022-11-25 16:00:00,10373823776.819727,29999900.261904769,15084400.836734697,193.36054421768708
2022-11-25 17:00:00,11358550943.869562,30000000.0,15129230.759197323,181.57525083612038
2022-11-25 18:00:00,10960588016.748316,30000000.0,15349300.15100671,180.16107382550348
2022-11-25 19:00:00,10255500726.197329,30000000.0,15051043.267558524,151.35451505016727
2022-11-25 20:00:00,9524426793.2133389,30000000.0,15138306.786666669,135.74333333333334
2022-11-25 21:00:00,9438978833.1705685,30000000.0,15304453.387959871,136.89297658862864
2022-11-25 22:00:00,9239772315.9225616,30000000.0,15109802.269360255,129.5824915824916
2022-11-25 23:00:00,9054264136.0666656,30000000.0,15237519.679999998,116.40000000000003
2022-11-26 00:00:00,8992370772.3099976,30000000.0,15160353.063333334,123.50333333333334
2022-11-26 01:00:00,9926110444.3611984,30000000.0,15265020.377926422,124.50836120401335
2022-11-26 02:00:00,9588783395.2818775,30000000.0,15253021.416107388,124.85906040268448
2022-11-26 03:00:00,9165986011.9563828,30000000.0,15270434.75503356,115.49664429530199
2022-11-26 04:00:00,8936762135.8633347,30000000.0,15307836.333333328,101.44666666666667
2022-11-26 05:00:00,8785062536.8956223,29999802.538720567,15288844.595959594,109.83838383838388
2022-11-26 06:00:00,9441926026.8160553,30000000.0,15365781.943143822,117.49498327759203
2022-11-26 07:00:00,9047706217.1033325,30000000.0,15215316.196666669,110.86666666666665
2022-11-26 08:00:00,9318153782.3905735,29999901.269360267,15262828.569023563,146.1952861952862
2022-11-26 09:00:00,9300840279.3266678,30000000.0,15168295.756666666,149.59333333333331
2022-11-26 10:00:00,9080162822.8221531,29999901.600671146,15179693.241610743,158.63422818791938
2022-11-26 11:00:00,9971841002.1510048,30000000.0,15305738.721476506,140.52684563758393
2022-11-26 12:00:00,11048185499.262634,30000000.0,15108947.191919183,133.92592592592595
2022-11-26 13:00:00,10026813177.662205,30000000.0,15234355.976588622,144.63879598662223
2022-11-26 14:00:00,9837779190.64429,29999901.600671146,15286963.234899329,139.75167785234905
2022-11-26 15:00:00,12185177027.21549,29999901.269360267,15114945.154882148,140.23905723905722
2022-11-26 16:00:00,10078696138.694624,30000000.0,15138818.275167789,141.77181208053702
2022-11-26 17:00:00,11258116941.211418,30000000.0,15182381.000000002,139.45302013422821
2022-11-26 18:00:00,10512035543.426662,30000000.0,15172780.843333326,137.04666666666662
2022-11-26 19:00:00,10528877877.395271,30000000.0,15154792.483108107,133.65202702702706
2022-11-26 20:00:00,9757309416.1174545,29999901.600671135,15249087.157718124,121.12080536912744
2022-11-26 21:00:00,10809415379.552193,30000000.0,15159440.185185177,138.80134680134671
2022-11-26 22:00:00,9017850966.6912842,30000000.0,15155658.768456386,126.40268456375843
2022-11-26 23:00:00,9577642953.2307663,30000000.0,15252635.250836119,115.05685618729098
2022-11-27 00:00:00,9378972939.2432461,30000000.0,15174224.685810812,111.88513513513506
2022-11-27 01:00:00,9085744487.9127522,30000098.305369124,15270133.342281874,112.02684563758396
2022-11-27 02:00:00,9022368221.2766819,30000000.0,15304797.569999995,103.46333333333334
2022-11-27 03:00:00,9267613911.8099937,30000000.0,15336596.796666669,99.473333333333386
2022-11-27 04:00:00,9182458428.3666611,30000000.0,15247761.973333342,105.06666666666666
2022-11-27 05:00:00,9237353508.93289,30000000.0,15292803.926174501,100.89932885906039
2022-11-27 06:00:00,9080940107.73,29999902.256666675,15221962.08,113.93333333333329
2022-11-27 07:00:00,9148272458.11334,30000000.0,15327077.746666672,100.07000000000006
2022-11-27 08:00:00,9182653779.9261837,29999901.600671131,15232341.30872483,108.57046979865774
2022-11-27 09:00:00,9491160838.2374554,30000000.0,15359745.976588635,107.18060200668899
2022-11-27 10:00:00,9106615999.080534,30000000.0,15234525.946308725,109.82885906040269
2022-11-27 11:00:00,9374631395.5618782,30000000.0,15266446.658862868,141.03010033444821
2022-11-27 12:00:00,9753859500.6766644,29999706.769999992,15250213.166666664,119.98666666666654
2022-11-27 13:00:00,9339090471.9530182,29999901.600671146,15206074.382550335,134.28523489932874
2022-11-27 14:00:00,9156155546.40067,30000000.0,15150757.558922553,137.45454545454527
2022-11-27 15:00:00,9566811168.4433384,30000000.0,15186198.136666672,139.6766666666667
2022-11-27 16:00:00,10198837727.661064,29999901.600671131,15105974.761744969,143.20134228187916
2022-11-27 17:00:00,10470771821.797976,29999901.269360259,15150267.905723911,145.37037037037041
2022-11-27 18:00:00,9268444885.3959732,30000000.0,15156708.882550331,141.55033557046971
2022-11-27 19:00:00,14517302420.192572,30000000.0,15183831.97297298,151.18918918918931
2022-11-27 20:00:00,9463923663.42141,30000000.0,15208322.735785954,128.96321070234106
2022-11-27 21:00:00,9416040944.7162132,30000000.0,15180797.601351358,139.66216216216213
2022-11-27 22:00:00,9203218885.18121,29999901.600671139,15144016.046979869,131.43624161073828
2022-11-27 23:00:00,10016215280.527025,30000000.0,15193654.327702707,129.30743243243245
2022-11-28 00:00:00,9878897658.5919819,30000000.0,15120728.866220735,118.2508361204014
2022-11-28 01:00:00,10630133109.063768,29999803.20134227,15130099.298657712,136.79530201342288
2022-11-28 02:00:00,9337281910.942955,29999803.201342288,15208080.738255031,138.44295302013433
2022-11-28 03:00:00,9841431231.8366718,30000000.0,15243845.726666672,119.93333333333324
2022-11-28 04:00:00,9390276237.9866657,29999902.25666666,15249588.020000013,120.62666666666671
2022-11-28 05:00:00,9307690129.4266548,29999902.25666666,15218548.089999996,116.35666666666667
2022-11-28 06:00:00,9060541076.8500023,30000000.0,15262692.133333337,108.24666666666664
2022-11-28 07:00:00,9157217172.6822739,30000000.0,15311766.782608699,113.18729096989962
2022-11-28 08:00:00,9499198675.9429512,30000000.0,15329260.412751682,116.55369127516782
2022-11-28 09:00:00,10451732179.748329,29999901.600671142,15293548.583892621,223.95973154362417
2022-11-28 10:00:00,12989920502.726665,30000000.0,15058949.870000003,238.55999999999983
2022-11-28 11:00:00,10041857429.959862,30000000.0,15082248.705685614,217.10367892976592
2022-11-28 12:00:00,10035459815.187925,29999901.600671146,15240609.640939599,166.22818791946307
2022-11-28 13:00:00,12097985798.525082,30000000.0,15162657.38127091,155.79598662207374
2022-11-28 14:00:00,30101702605.510002,30000000.0,15450961.846666673,159.07000000000011
2022-11-28 15:00:00,32833284248.486668,30000000.0,15073930.560000004,168.29666666666674
2022-11-28 16:00:00,21358734332.322136,29999901.600671146,15092163.744966432,168.48993288590603
2022-11-28 17:00:00,20833749204.486668,29999902.256666671,14902421.343333328,160.45333333333343
2022-11-28 18:00:00,14342480623.381756,30000000.0,15137971.753378384,162.41891891891882
2022-11-28 19:00:00,12154521771.090601,29999803.201342274,15096379.057046983,148.24161073825496
2022-11-28 20:00:00,13102375408.80937,29999803.85953179,15150069.568561869,155.07023411371236
2022-11-28 21:00:00,10875635866.494989,30000000.0,15130419.321070233,154.43478260869577
2022-11-28 22:00:00,10128086624.613327,29999902.256666657,15149254.076666668,138.09666666666675
2022-11-28 23:00:00,9575788399.69231,29999901.92976588,15160164.096989971,134.10702341137119
2022-11-29 00:00:00,12270152067.291952,30000000.0,15152319.84563758,184.85234899328856
2022-11-29 01:00:00,10672023165.584469,30000000.0,15182670.567567561,146.7128378378379
2022-11-29 02:00:00,10241480079.567116,29999803.201342274,15215954.711409394,159.79530201342274
2022-11-29 03:00:00,9701577948.4006748,29999901.269360259,15074907.542087546,151.50168350168332
2022-11-29 04:00:00,9479773978.5016766,30000000.0,15274267.163879592,139.62876254180605
2022-11-29 05:00:00,10026171281.211418,29999901.600671131,15197718.238255031,140.95637583892628
2022-11-29 06:00:00,9901730563.6153851,30000000.0,15211230.026755845,120.50167224080263
2022-11-29 07:00:00,10321079700.01684,30000000.0,15226977.612794615,122.4175084175084
2022-11-29 08:00:00,10345944042.416113,30000000.0,15175746.75167785,134.63087248322148
2022-11-29 09:00:00,10256884127.347816,30000000.0,15223608.872909702,123.48829431438122
2022-11-29 10:00:00,10298310564.556669,29999902.256666671,15282490.616666667,123.87333333333332
2022-11-29 11:00:00,9979577745.6990013,30000000.0,15240214.498327756,140.09364548494983
2022-11-29 12:00:00,10518659010.070469,30000000.0,15161534.10067114,143.39261744966441
2022-11-29 13:00:00,11406337037.057053,30000000.0,15221194.181208057,147.31879194630866
2022-11-29 14:00:00,11866472595.323332,30000000.0,15032755.696666665,154.58666666666659
2022-11-29 15:00:00,11235489339.247467,30000000.0,15173483.030508481,158.25423728813556
2022-11-29 16:00:00,13474714614.848482,30000000.0,15096702.447811447,162.06734006733993
2022-11-29 17:00:00,11056392700.069998,30000000.0,15088784.999999993,161.80999999999997
2022-11-29 18:00:00,13773617457.073839,29999901.600671146,15176469.070469802,160.38590604026848
2022-11-29 19:00:00,11148208873.752508,29999901.92976588,15080053.966555187,157.14715719063534
2022-11-29 20:00:00,10975375352.273634,29999900.935810819,15107968.766891889,152.79729729729723
2022-11-29 21:00:00,11294401936.932426,30000000.0,15195422.081081083,159.80405405405398
2022-11-29 22:00:00,10116327255.628765,30000000.0,15091342.160535118,140.35785953177253
2022-11-29 23:00:00,9850372688.0738163,30000000.0,15174331.281879203,128.77516778523491
2022-11-30 00:00:00,14627259334.03009,30000000.0,15372916.324414708,145.46488294314381
2022-11-30 01:00:00,11001487227.161612,30000000.0,15003358.245791247,167.11111111111123
2022-11-30 02:00:00,12556741404.656672,30000000.0,15128090.903333329,151.11666666666665
2022-11-30 03:00:00,10979832689.233328,30000000.0,15126305.483333331,145.95000000000007
2022-11-30 04:00:00,10145525873.828281,30000000.0,15175892.764309756,128.65656565656568
2022-11-30 05:00:00,9844494947.7491722,30000000.0,15246824.795986619,120.05016722408025
2022-11-30 06:00:00,10171262689.923082,30000000.0,15194804.083612038,120.89632107023421
2022-11-30 07:00:00,10216154618.986496,30000000.0,15172793.422297303,119.7804054054054
2022-11-30 08:00:00,10619896935.700005,30000000.0,15251556.993333334,122.92999999999996
2022-11-30 09:00:00,10208769268.373739,30000000.0,15236170.74410774,125.89225589225592
2022-11-30 10:00:00,10138567373.946302,30000000.0,15174105.228187921,128.1644295302014
2022-11-30 11:00:00,10473263754.050163,30000000.0,15252504.735785956,131.25083612040129
2022-11-30 12:00:00,10625881636.498322,29999605.077441063,15145629.016835017,137.12794612794619
2022-11-30 13:00:00,10630752012.449665,30000000.0,15198010.617449664,141.60402684563766
2022-11-30 14:00:00,11880237497.44257,30000000.0,15135314.942567563,155.96621621621628
2022-11-30 15:00:00,12452348974.25926,30000000.0,15086328.996633,161.63636363636374
2022-11-30 16:00:00,14531034991.550003,30000000.0,15169683.266666671,162.80333333333328
2022-11-30 17:00:00,12667395397.822147,29999901.600671146,15045063.909395969,163.69798657718133
2022-11-30 18:00:00,15548154098.086958,29999901.929765888,15196084.545150504,160.06354515050168
2022-11-30 19:00:00,15875378953.006685,30000000.0,14991683.886287628,157.77591973244157
2022-11-30 20:00:00,12130231461.799318,30000000.0,15097668.772108838,152.08843537414978
2022-11-30 21:00:00,11876329070.708055,30000000.0,15168120.036912745,155.76510067114106
2022-11-30 22:00:00,13802522919.483105,29999900.935810812,15278463.875000007,147.85135135135141
2022-11-30 23:00:00,11533431017.063765,29999901.60067115,14931068.895973153,141.6006711409396
2022-12-01 00:00:00,10607468949.12162,30000000.0,15143799.324324323,134.554054054054
2022-12-01 01:00:00,10885624680.381262,29999901.929765888,15259914.016722407,131.92642140468226
2022-12-01 02:00:00,10618552442.893335,30000000.0,15184779.006666658,124.1333333333334
2022-12-01 03:00:00,10342403536.050179,29999901.929765891,15205438.923076922,117.71906354515046
2022-12-01 04:00:00,10363679513.565212,30000000.0,15245995.197324414,119.22073578595321
2022-12-01 05:00:00,10561692692.791945,30000000.0,15286141.667785237,116.59395973154366
2022-12-01 06:00:00,10598865777.856668,29999902.256666671,15182306.930000003,118.97333333333327
2022-12-01 07:00:00,11005309914.315441,30000000.0,15208155.395973153,123.98993288590609
2022-12-01 08:00:00,10437490593.779259,30000000.0,15208025.531772558,132.70903010033442
2022-12-01 09:00:00,10860629562.370373,29999901.269360252,15210778.85185186,135.49494949494954
2022-12-01 10:00:00,10834285432.962961,29999901.269360259,15252939.471380465,126.14478114478112
2022-12-01 11:00:00,10830473678.036663,30000000.0,15294196.230000004,123.73999999999998
